108.031, 129.490, 1.999, 146.600 False
107.831, 129.490, 1.998, 147.000 False
107.631, 129.490, 1.998, 147.400 False
107.431, 129.490, 1.998, 147.800 False
107.231, 129.490, 1.999, 148.200 False
107.031, 129.490, 1.999, 148.600 False
106.831, 129.490, 1.999, 149.000 False
106.632, 129.490, 1.979, 149.400 False
106.437, 129.490, 1.943, 149.800 False
106.245, 129.490, 1.884, 150.200 False
106.065, 129.490, 1.755, 150.600 False
105.899, 129.490, 1.602, 151.000 False
105.749, 129.490, 1.447, 151.400 False
105.613, 129.490, 1.300, 151.800 False
105.491, 129.490, 1.165, 152.200 False
105.382, 129.490, 1.043, 152.600 False
105.284, 129.490, 0.933, 153.000 False
105.197, 129.490, 0.834, 153.400 False
105.118, 129.490, 0.746, 153.800 False
105.048, 129.490, 0.667, 154.200 False
104.985, 129.490, 0.596, 154.600 False
104.929, 129.490, 0.533, 155.000 False
104.879, 129.490, 0.476, 155.400 False
104.834, 129.490, 0.426, 155.800 False
104.794, 129.490, 0.381, 156.200 False
104.758, 129.490, 0.341, 156.600 False
104.726, 129.490, 0.305, 157.000 False
104.697, 129.490, 0.272, 157.400 False
104.672, 129.490, 0.244, 157.800 False
104.649, 129.490, 0.218, 158.200 False
104.628, 129.490, 0.195, 158.600 False
104.610, 129.490, 0.174, 159.000 False
104.594, 129.490, 0.156, 159.400 False
104.579, 129.490, 0.139, 159.800 False
104.566, 129.490, 0.125, 160.200 False
104.554, 129.490, 0.112, 160.600 False
104.543, 129.490, 0.100, 161.000 False
104.534, 129.490, 0.089, 161.400 False
104.526, 129.490, 0.080, 161.800 False
104.518, 129.490, 0.071, 162.200 False
104.513, 129.490, 0.007, 162.600 False
104.509, 129.490, 0.028, 163.000 False
104.506, 129.490, 0.031, 163.400 False
104.503, 129.490, 0.030, 163.800 False
104.500, 129.490, 0.028, 164.200 False
104.497, 129.490, 0.026, 164.600 False
104.495, 129.490, 0.023, 165.000 False
104.493, 129.490, 0.021, 165.400 False
104.491, 129.490, 0.019, 165.800 False
104.489, 129.490, 0.017, 166.200 False
104.487, 129.490, 0.015, 166.600 False
104.486, 129.490, 0.013, 167.000 False
104.486, 129.490, 0.000, 167.400 False
104.486, 129.490, -0.008, 167.800 False
104.487, 129.490, -0.009, 168.200 False
104.487, 129.490, -0.009, 168.600 False
104.488, 129.490, -0.010, 169.000 False
104.487, 129.490, -0.002, 169.400 False
104.487, 129.490, -0.005, 169.800 False
104.488, 129.490, -0.006, 170.200 False
104.488, 129.490, -0.007, 170.600 False
104.488, 129.490, -0.008, 171.000 False
104.489, 129.490, -0.008, 171.400 False
104.489, 129.490, -0.010, 171.800 False
104.490, 129.490, -0.013, 172.200 False
104.490, 129.490, -0.013, 172.600 False
104.489, 129.490, -0.009, 173.000 False
104.487, 129.488, 0.016, 173.400 False
104.473, 129.482, 0.210, 173.800 False
104.437, 129.478, 0.475, 174.200 False
104.371, 129.483, 0.782, 174.600 False
104.270, 129.495, 1.181, 175.000 False
104.117, 129.500, 1.730, 175.400 False
103.915, 129.509, 2.194, 175.800 False
103.671, 129.514, 2.593, 176.200 False
103.395, 129.523, 2.869, 176.600 False
103.100, 129.529, 3.011, 177.000 False
102.800, 129.533, 3.025, 177.400 False
102.503, 129.536, 2.959, 177.800 False
102.216, 129.523, 2.845, 178.200 False
101.939, 129.510, 2.752, 178.600 False
101.671, 129.486, 2.655, 179.000 False
101.410, 129.465, 2.600, 179.400 False
101.156, 129.432, 2.538, 179.800 False
100.904, 129.403, 2.521, 180.200 False
100.657, 129.361, 2.484, 180.600 False
100.410, 129.323, 2.491, 181.000 False
100.163, 129.285, 2.493, 181.400 False
99.915, 129.253, 2.494, 181.800 False
99.672, 129.205, 2.452, 182.200 False
99.432, 129.144, 2.462, 182.600 False
99.197, 129.068, 2.446, 183.000 False
98.957, 128.999, 2.507, 183.400 False
98.720, 128.917, 2.474, 183.800 False
98.484, 128.830, 2.510, 184.200 False
98.254, 128.729, 2.480, 184.600 False
98.020, 128.631, 2.528, 185.000 False
97.794, 128.520, 2.487, 185.400 False
97.567, 128.408, 2.524, 185.800 False
97.349, 128.281, 2.475, 186.200 False
97.130, 128.155, 2.520, 186.600 False
96.921, 128.013, 2.472, 187.000 False
96.710, 127.873, 2.525, 187.400 False
96.508, 127.721, 2.495, 187.800 False
96.300, 127.576, 2.542, 188.200 False
96.101, 127.418, 2.487, 188.600 False
95.906, 127.258, 2.512, 189.000 False
95.723, 127.086, 2.474, 189.400 False
95.535, 126.917, 2.521, 189.800 False
95.359, 126.736, 2.477, 190.200 False
95.183, 126.556, 2.519, 190.600 False
95.021, 126.364, 2.442, 191.000 False
94.870, 126.164, 2.476, 191.400 False
94.727, 125.956, 2.489, 191.800 False
94.573, 125.751, 2.560, 192.200 False
94.429, 125.539, 2.530, 192.600 False
94.280, 125.332, 2.550, 193.000 False
94.144, 125.117, 2.499, 193.400 False
94.008, 124.905, 2.517, 193.800 False
93.885, 124.686, 2.478, 194.200 False
93.759, 124.468, 2.508, 194.600 False
93.650, 124.244, 2.440, 195.000 False
93.552, 124.015, 2.471, 195.400 False
93.459, 123.781, 2.493, 195.800 False
93.356, 123.549, 2.545, 196.200 False
93.265, 123.311, 2.504, 196.600 False
93.175, 123.075, 2.525, 197.000 False
93.092, 122.836, 2.513, 197.400 False
93.002, 122.600, 2.527, 197.800 False
92.924, 122.361, 2.495, 198.200 False
92.844, 122.123, 2.507, 198.600 False
92.775, 121.879, 2.473, 199.000 False
92.702, 121.642, 2.512, 199.400 False
92.646, 121.399, 2.460, 199.800 False
92.600, 121.154, 2.481, 200.200 False
92.555, 120.907, 2.502, 200.600 False
92.500, 120.660, 2.529, 201.000 False
92.453, 120.412, 2.518, 201.400 False
92.396, 120.166, 2.521, 201.800 False
92.351, 119.919, 2.500, 202.200 False
92.305, 119.674, 2.506, 202.600 False
92.269, 119.429, 2.507, 203.000 False
92.225, 119.182, 2.506, 203.400 False
92.191, 118.935, 2.485, 203.800 False
92.156, 118.688, 2.491, 204.200 False
92.136, 118.437, 2.450, 204.600 False
92.117, 118.188, 2.479, 205.000 False
92.100, 117.938, 2.505, 205.400 False
92.074, 117.688, 2.525, 205.800 False
92.055, 117.436, 2.520, 206.200 False
92.029, 117.186, 2.518, 206.600 False
92.012, 116.935, 2.505, 207.000 False
91.990, 116.686, 2.505, 207.400 False
91.977, 116.436, 2.497, 207.800 False
91.958, 116.187, 2.500, 208.200 False
91.947, 115.937, 2.495, 208.600 False
91.931, 115.688, 2.499, 209.000 False
91.928, 115.439, 2.483, 209.400 False
91.926, 115.189, 2.495, 209.800 False
91.925, 114.939, 2.503, 210.200 False
91.918, 114.689, 2.508, 210.600 False
91.914, 114.438, 2.506, 211.000 False
91.907, 114.187, 2.505, 211.400 False
91.905, 113.937, 2.502, 211.800 False
91.899, 113.687, 2.502, 212.200 False
91.899, 113.437, 2.499, 212.600 False
91.895, 113.187, 2.500, 213.000 False
91.897, 112.937, 2.498, 213.400 False
91.895, 112.687, 2.499, 213.800 False
91.903, 112.438, 2.493, 214.200 False
91.906, 112.188, 2.499, 214.600 False
91.912, 111.938, 2.500, 215.000 False
91.915, 111.688, 2.502, 215.400 False
91.917, 111.438, 2.503, 215.800 False
91.919, 111.188, 2.502, 216.200 False
91.921, 110.937, 2.501, 216.600 False
91.928, 110.687, 2.500, 217.000 False
91.931, 110.437, 2.500, 217.400 False
91.935, 110.187, 2.500, 217.800 False
91.938, 109.937, 2.500, 218.200 False
91.942, 109.687, 2.500, 218.600 False
91.953, 109.438, 2.498, 219.000 False
91.960, 109.188, 2.500, 219.400 False
91.966, 108.938, 2.500, 219.800 False
91.972, 108.688, 2.501, 220.200 False
91.981, 108.438, 2.500, 220.600 False
91.983, 108.188, 2.499, 221.000 False
91.989, 107.938, 2.500, 221.400 False
91.995, 107.688, 2.500, 221.800 False
92.001, 107.438, 2.500, 222.200 False
92.007, 107.188, 2.500, 222.600 False
92.013, 106.938, 2.500, 223.000 False
92.019, 106.688, 2.500, 223.400 False
92.030, 106.439, 2.499, 223.800 False
92.038, 106.189, 2.500, 224.200 False
92.045, 105.939, 2.500, 224.600 False
