-174.146, -210.247, 13.838, 144.600
-173.626, -211.541, 14.031, 145.000
-173.082, -212.847, 14.223, 145.400
-172.517, -214.164, 14.414, 145.800
-171.932, -215.494, 14.602, 146.200
-171.326, -216.834, 14.785, 146.600
-170.701, -218.185, 14.963, 147.000
-170.055, -219.546, 15.134, 147.400
-169.390, -220.916, 15.301, 147.800
-168.707, -222.295, 15.462, 148.200
-168.005, -223.683, 15.618, 148.600
-167.284, -225.078, 15.771, 149.000
-166.547, -226.482, 15.922, 149.400
-165.792, -227.894, 16.071, 149.800
-165.022, -229.315, 16.219, 150.200
-164.237, -230.744, 16.368, 150.600
-163.438, -232.182, 16.518, 151.000
-162.623, -233.629, 16.669, 151.400
-161.795, -235.086, 16.823, 151.800
-160.954, -236.554, 16.978, 152.200
-160.100, -238.032, 17.137, 152.600
-159.234, -239.521, 17.298, 153.000
-158.356, -241.023, 17.462, 153.400
-157.468, -242.538, 17.628, 153.800
-156.570, -244.066, 17.797, 154.200
-155.664, -245.610, 17.968, 154.600
-154.750, -247.169, 18.141, 155.000
-153.832, -248.746, 18.315, 155.400
-152.912, -250.341, 18.491, 155.800
-151.995, -251.959, 18.667, 156.200
-151.080, -253.598, 18.845, 156.600
-150.173, -255.262, 19.020, 157.000
-149.276, -256.950, 19.183, 157.400
-148.394, -258.663, 19.322, 157.800
-147.534, -260.399, 19.421, 158.200
-146.699, -262.155, 19.463, 158.600
-145.898, -263.925, 19.431, 159.000
-145.134, -265.704, 19.332, 159.400
-144.411, -267.487, 19.205, 159.800
-143.727, -269.273, 19.095, 160.200
-143.080, -271.064, 19.022, 160.600
-142.468, -272.863, 18.991, 161.000
-141.888, -274.671, 18.996, 161.400
-141.341, -276.492, 19.024, 161.800
-140.824, -278.326, 19.067, 162.200
-140.337, -280.172, 19.114, 162.600
-139.882, -282.031, 19.153, 163.000
-139.457, -283.899, 19.172, 163.400
-139.062, -285.775, 19.161, 163.800
-138.697, -287.652, 19.110, 164.200
-138.360, -289.527, 19.014, 164.600
-138.051, -291.394, 18.877, 165.000
-137.771, -293.250, 18.709, 165.400
-137.519, -295.092, 18.524, 165.800
-137.296, -296.919, 18.337, 166.200
